name,초중고,설립년도,설립형태,소재지도로명주소,시도교육청,교육지원청,위도,경도
명일초등학교,초등학교,2019,공립,부산광역시 강서구 명지국제5로 170-5,부산광역시교육청,부산광역시북부교육지원청,35.10951726,128.922704
초곡초등학교,초등학교,2019,공립,경상북도 포항시 북구 흥해읍 초곡지구로 58번길 56,경상북도교육청,경상북도포항교육지원청,36.09748954,129.3332758
호명초등학교,초등학교,2019,공립,경상북도 예천군 호명면 행복로 151,경상북도교육청,경상북도예천교육지원청,36.57925999,128.4800725
구미인덕중학교,중학교,2019,공립,경상북도 구미시 산동면 신당인덕3로 33,경상북도교육청,경상북도구미교육지원청,36.16233057,128.4387572
인천장아초등학교,초등학교,2019,공립,인천광역시 남동구 서창방산로 93,인천광역시교육청,인천광역시동부교육지원청,37.42451149,126.7536905
한류초등학교,초등학교,2019,공립,경기도 고양시 일산동구 한류월드로 262,경기도교육청,경기도고양교육지원청,37.66226794,126.7569581
중앙탑중학교,중학교,2019,공립,충청북도 충주시 중앙탑면 원앙4길 64,충청북도교육청,충청북도충주교육지원청,37.01585619,127.832571
다산새봄초등학교,초등학교,2019,공립,경기도 남양주시 다산순환로 417,경기도교육청,경기도구리남양주교육지원청,37.61991629,127.1592158
아산공수초등학교,초등학교,2019,공립,충청남도 아산시 배방읍 모산로 38-43,충청남도교육청,충청남도아산교육지원청,36.77022413,127.0466466
창릉초등학교,초등학교,2019,공립,경기도 고양시 덕양구 덕수천2로 118,경기도교육청,경기도고양교육지원청,37.64831721,126.8932376
인천중산초등학교,초등학교,2019,공립,인천광역시 중구 두미포로 100,인천광역시교육청,인천광역시남부교육지원청,37.49471569,126.5653914
충무공초등학교,초등학교,2019,공립,경상남도 진주시 사들로 70,경상남도교육청,경상남도진주교육지원청,35.17347544,128.150002
합천가야초등학교,초등학교,2019,공립,경상남도 합천군 가야면 가조가야로 2863,경상남도교육청,경상남도합천교육지원청,35.7574382,128.1353491
해누리중학교,중학교,2019,공립,서울특별시 송파구 송파대로37길 95,서울특별시교육청,서울특별시강동송파교육지원청,37.49841159,127.1021919
섬강초등학교,초등학교,2019,공립,강원도 원주시 지정면 가곡로 91,강원도교육청,강원도원주교육지원청,37.37891073,127.8740436
은여울초등학교,초등학교,2019,공립,경기도 김포시 김포한강8로 173-38,경기도교육청,경기도김포교육지원청,37.63834911,126.6406443
정현고등학교,고등학교,2019,공립,경기도 화성시 동탄산척로 93-10,경기도교육청,경기도화성오산교육지원청,37.17352234,127.1114038
동탄목동중학교,중학교,2019,공립,경기도 화성시 동탄순환대로20길 52,경기도교육청,경기도화성오산교육지원청,37.18876206,127.1263948
동탄목동초등학교,초등학교,2019,공립,경기도 화성시 동탄순환대로20길 10,경기도교육청,경기도화성오산교육지원청,37.18951732,127.1245207
세마초등학교,초등학교,2019,공립,경기도 오산시 세마문학로 45,경기도교육청,경기도화성오산교육지원청,37.1696802,127.0275815
새너울중학교,중학교,2019,공립,충청북도 영동군 황간면 황간로 162,충청북도교육청,충청북도영동교육지원청,36.2375899,127.902309
다산한강초등학교,초등학교,2019,공립,경기도 남양주시 다산지금로146번길 11,경기도교육청,경기도구리남양주교육지원청,37.59942956,127.1723793
다산한강중학교,중학교,2019,공립,경기도 남양주시 다산지금로145번길 20,경기도교육청,경기도구리남양주교육지원청,37.5992058,127.1753983
향동숲내초등학교,초등학교,2019,공립,경기도 고양시 덕양구 향기로 53,경기도교육청,경기도고양교육지원청,37.59520859,126.8908446
김해모산초등학교,초등학교,2019,공립,경상남도 김해시 율하로 483,경상남도교육청,경상남도김해교육지원청,35.16858275,128.8267849
서울강덕초등학교,초등학교,2019,공립,서울특별시 강동구 동남로82길 94-54,서울특별시교육청,서울특별시강동송파교육지원청,37.55954748,127.1604836
서울해누리초등학교,초등학교,2019,공립,서울특별시 송파구 송파대로37길 95,서울특별시교육청,서울특별시강동송파교육지원청,37.49841159,127.1021242
은솔초등학교,초등학교,2019,공립,경기도 남양주시 화도읍 경춘보학2길 9,경기도교육청,경기도구리남양주교육지원청,37.65021547,127.2951295
망포초등학교,초등학교,2019,공립,경기도 수원시 영통구 동탄지성로 550-10,경기도교육청,경기도수원교육지원청,37.24065005,127.0470226
능허대중학교,중학교,2019,공립,인천광역시 연수구 송도교육로 31,인천광역시교육청,인천광역시동부교육지원청,37.37353727,126.6578118
서울항동초등학교,초등학교,2019,공립,서울특별시 구로구 연동로 178,서울특별시교육청,서울특별시남부교육지원청,37.47701589,126.8241103
서울하늘숲초등학교,초등학교,2019,공립,서울특별시 구로구 오리로 1106,서울특별시교육청,서울특별시남부교육지원청,37.48415943,126.8414178
양청초등학교,초등학교,2019,공립,충청북도 청주시 청원구 오창읍 양청택지3길 15,충청북도교육청,충청북도청주교육지원청,36.72013887,127.4254096
고헌초등학교,초등학교,2019,공립,울산광역시 북구 화동로 129,울산광역시교육청,울산광역시강북교육지원청,35.60232961,129.3693047
백운호수초등학교,초등학교,2019,공립,경기도 의왕시 백운중앙로 67,경기도교육청,경기도군포의왕교육지원청,37.37082314,127.0075011
전주양현초등학교,초등학교,2019,공립,전라북도 전주시 덕진구 만성서로 96,전라북도교육청,전라북도전주교육지원청,35.84678295,127.0743556
인천미송초등학교,초등학교,2019,공립,인천광역시 연수구 아카데미로 667,인천광역시교육청,인천광역시동부교육지원청,37.41477678,126.6133042
송안초등학교,초등학교,2019,공립,경기도 군포시 송부로73번길 7,경기도교육청,경기도군포의왕교육지원청,37.3179894,126.9211924
꽃내중학교,중학교,2019,공립,경상남도 남해군 삼동면 동부대로 1316,경상남도교육청,경상남도남해교육지원청,34.80993573,128.0362864
안민중학교,중학교,2018,공립,경상남도 창원시 성산구 안민로160번길 11,경상남도교육청,경상남도창원교육지원청,35.18365416,128.6933757
진관중학교,중학교,2018,공립,서울특별시 은평구 진관4로 36,서울특별시교육청,서울특별시서부교육지원청,37.64425564,126.9257277
산청고등학교,고등학교,2018,공립,경상남도 산청군 산청읍 웅석봉로86번길 9-12,경상남도교육청,경상남도산청교육지원청,35.40996062,127.8713538
무거중학교,중학교,2018,공립,울산광역시 남구 대학로1번길 17-18,울산광역시교육청,울산광역시강남교육지원청,35.53763276,129.2515883
배곧라온초등학교,초등학교,2018,공립,경기도 시흥시 배곧4로 94-39,경기도교육청,경기도시흥교육지원청,37.37258907,126.7351739
군포대야초등학교,초등학교,2018,공립,경기도 군포시 대야2로 148,경기도교육청,경기도군포의왕교육지원청,37.32933757,126.915235
울산중학교,중학교,2018,공립,울산광역시 중구 종가 7길 6,울산광역시교육청,울산광역시강북교육지원청,35.5657499,129.3235692
거제양정초등학교,초등학교,2018,공립,경상남도 거제시 양정2길 15,경상남도교육청,경상남도거제교육지원청,34.87173985,128.6512308
도당중학교,중학교,2018,공립,경기도 부천시 부천로366번길 19,경기도교육청,경기도부천교육지원청,37.5169003,126.7867802
한울안중학교,중학교,2018,사립,대구광역시 달성군 현풍읍 지동길 31,대구광역시교육청,대구광역시달성교육지원청,35.66893799,128.4308448
산내초등학교,초등학교,2018,공립,경기도 파주시 교하로 140,경기도교육청,경기도파주교육지원청,37.7228508,126.7364788
나산실용예술중학교,중학교,2018,공립,전라남도 함평군 나산면 함장로 2441-96,전라남도교육청,전라남도함평교육지원청,35.1160458,126.6027188
구미문성초등학교,초등학교,2018,공립,경상북도 구미시 고아읍 들성로9길 13,경상북도교육청,경상북도구미교육지원청,36.16185268,128.3452678
새움초등학교,초등학교,2018,공립,세종특별자치시 다정남로 93,세종특별자치시교육청,세종특별자치시교육청,36.49413781,127.251545
천안성성초등학교,초등학교,2018,공립,충청남도 천안시 서북구 성성10길 77,충청남도교육청,충청남도천안교육지원청,36.84095925,127.1359299
태전고등학교,고등학교,2018,공립,경기도 광주시 태전동로 38,경기도교육청,경기도광주하남교육지원청,37.3859976,127.2327654
다온초등학교,초등학교,2018,공립,경기도 오산시 부산중앙로 37,경기도교육청,경기도화성오산교육지원청,37.15193283,127.0908935
서동중학교,중학교,2018,공립,대구광역시 달성군 다사읍 서재로12길 11-11,대구광역시교육청,대구광역시달성교육지원청,35.86763317,128.4968732
서산서남초등학교,초등학교,2018,공립,충청남도 서산시 예천2로 19,충청남도교육청,충청남도서산교육지원청,36.77032383,126.4449211
이산고등학교,고등학교,2018,공립,경기도 화성시 동탄기흥로353번길 61,경기도교육청,경기도화성오산교육지원청,37.1909686,127.0872534
구미인덕초등학교,초등학교,2018,공립,경상북도 구미시 산동면 신당인덕3로 25,경상북도교육청,경상북도구미교육지원청,36.16252034,128.4379685
모산중학교,중학교,2018,공립,충청남도 아산시 배방읍 배방로 90,충청남도교육청,충청남도아산교육지원청,36.76870534,127.0555616
세종예술고등학교,고등학교,2018,공립,세종특별자치시 연기면 중앙공원서로 60,세종특별자치시교육청,세종특별자치시교육청,36.49045371,127.2693275
청림중학교,중학교,2018,공립,경기도 화성시 동탄산척로 94,경기도교육청,경기도화성오산교육지원청,37.1718143,127.1113514
한숲중학교,중학교,2018,공립,경기도 용인시 처인구 남사면 한숲로 109,경기도교육청,경기도용인교육지원청,37.15776721,127.1729779
배곧해솔초등학교,초등학교,2018,공립,경기도 시흥시 서울대학로 150-17,경기도교육청,경기도시흥교육지원청,37.36054821,126.7180876
